Player,height_in,weight_lb
Adam Harrington,77,200.0
Al Harrington,81,230.0
Junior Harrington,76,180.0
Othella Harrington,81,235.0
Art Harris,76,185.0
Bernie Harris,82,200.0
Billy Harris,74,185.0
Bob Harris,79,195.0
Chris Harris,75,190.0
Devin Harris,75,185.0
Elias Harris,80,239.0
Gary Harris,76,210.0
Jalen Harris,77,195.0
Joe Harris,78,220.0
Kevon Harris,77,216.0
Lucious Harris,77,190.0
Manny Harris,77,185.0
Mike Harris,78,240.0
Steve Harris,77,195.0
Terrel Harris,77,190.0
Tobias Harris,80,226.0
Tony Harris,75,190.0
Aaron Harrison,78,210.0
Andrew Harrison,78,213.0
Bob Harrison,73,190.0
David Harrison,84,280.0
Shaquille Harrison,76,195.0
Jason Hart,75,185.0
Josh Hart,77,215.0
Isaiah Hartenstein,84,250.0
Antonio Harvey,83,225.0
Donnell Harvey,80,220.0
Scott Haskin,83,250.0
Clem Haskins,75,195.0
Udonis Haslem,80,235.0
Trenton Hassell,77,200.0
Billy Hassett,71,180.0
Joe Hassett,77,180.0
Scott Hastings,82,235.0
Kirk Haston,81,242.0
Vern Hatton,75,195.0
Sam Hauser,79,217.0
John Havlicek,77,203.0
Spencer Hawes,85,245.0
Steve Hawes,81,220.0
Bubbles Hawkins,76,190.0
Connie Hawkins,80,210.0
Hersey Hawkins,75,190.0
Jordan Hawkins,77,190.0
Juaquin Hawkins,79,220.0
Marshall Hawkins,75,205.0
Michael Hawkins,72,178.0
Tom Hawkins,77,210.0
Nate Hawthorne,76,190.0
Chuck Hayes,78,240.0
Elvin Hayes,81,235.0
Jarvis Hayes,79,220.0
Jaxson Hayes,84,220.0
Jim Hayes,75,200.0
Killian Hayes,76,195.0
Steve Hayes,84,205.0
Nigel Hayes-Davis,79,254.0
Gordon Hayward,79,225.0
Lazar Hayward,78,225.0
Brendan Haywood,84,268.0
Spencer Haywood,80,225.0
John Hazen,74,172.0
Walt Hazzard,74,185.0
Luther Head,75,185.0
Shane Heal,72,180.0
Brian Heaney,74,180.0
Gar Heard,78,219.0
Reggie Hearn,77,210.0
Herm Hedderick,77,170.0
Alvin Heggs,80,225.0
Tom Heinsohn,79,218.0
Dick Hemric,78,220.0
Alan Henderson,81,235.0
Cedric Henderson,80,210.0
Dave Henderson,77,195.0
Gerald Henderson,74,175.0
J.R. Henderson,80,226.0
Jerome Henderson,83,230.0
Kevin Henderson,76,195.0
Scoot Henderson,75,207.0
Tom Henderson,75,190.0
Taylor Hendricks,81,215.0
Mark Hendrickson,81,220.0
Larry Hennessy,75,185.0
Don Henriksen,79,225.0
Aaron Henry,77,210.0
Al Henry,81,190.0
Bill Henry,81,215.0
Carl Henry,78,205.0
Conner Henry,79,195.0
Myke Henry,78,238.0
Skeeter Henry,79,190.0
Xavier Henry,78,220.0
John Henson,81,219.0
Steve Henson,71,177.0
Charlie Hentz,77,210.0
Chucky Hepburn,72,190.0
Bill Herman,75,170.0
Kleggie Hermsen,81,225.0
Dewan Hernandez,82,235.0
Juancho Hernangómez,81,214.0
Willy Hernangómez,83,250.0
Chris Herren,74,197.0
Carl Herrera,81,215.0
Walter Herrmann,81,225.0
Tyler Herro,77,195.0
Keith Herron,78,195.0
Sonny Hertzberg,70,175.0
Kevin Hervey,80,230.0
Dan Hester,80,210.0
Fred Hetzel,80,220.0
Bill Hewitt,79,210.0
Jack Hewson,78,195.0
Art Heyman,77,205.0
Mario Hezonja,80,220.0
Roy Hibbert,86,270.0
Nat Hickey,71,180.0
Isaiah Hicks,81,230.0
Phil Hicks,79,205.0
J.J. Hickson,81,242.0
Buddy Hield,76,220.0
Bill Higgins,74,180.0
Cory Higgins,77,180.0
Earle Higgins,80,195.0
Mike Higgins,81,220.0
Rod Higgins,79,200.0
Sean Higgins,81,205.0
Kenny Higgs,72,180.0
Johnny High,75,185.0
Haywood Highsmith,77,220.0
Wayne Hightower,80,192.0
Nenê,83,250.0
Armond Hill,76,190.0
Cleo Hill,73,185.0
Gary Hill,76,185.0
George Hill,76,188.0
Grant Hill,80,225.0
Jordan Hill,82,235.0
Malcolm Hill,78,220.0
Simmie Hill,79,233.0
Solomon Hill,78,226.0
Steven Hill,84,248.0
Tyrone Hill,81,240.0
Art Hillhouse,79,220.0
Darrun Hilliard,78,220.0
Darnell Hillman,81,215.0
Fred Hilton,75,185.0
Kirk Hinrich,76,190.0
Blake Hinson,80,240.0
Roy Hinson,81,210.0
Nate Hinton,77,210.0
Mel Hirsch,66,165.0
Lew Hitch,80,200.0
Robert Hite,74,184.0
Jaylen Hoard,80,216.0
Darington Hobson,79,210.0
D'Moi Hodge,75,188.0
Donald Hodge,84,230.0
Julius Hodge,79,210.0
Craig Hodges,74,190.0
Charlie Hoefer,69,158.0
Paul Hoffman,74,195.0
Bob Hogsett,79,230.0
Paul Hogue,81,240.0
Fred Hoiberg,76,203.0
Doug Holcomb,76,200.0
Randy Holcomb,81,225.0
Aaron Holiday,72,185.0
Jrue Holiday,76,220.0
Justin Holiday,78,180.0
Brad Holland,75,180.0
Joe Holland,76,185.0
John Holland,77,205.0
Ron Holland,80,206.0
Wilbur Holland,72,175.0
Lionel Hollins,75,185.0
Ryan Hollins,84,240.0
Essie Hollis,78,195.0
Rondae Hollis-Jefferson,78,217.0
Dennis Holman,75,175.0
DaRon Holmes,81,225.0
Richaun Holmes,81,235.0
Chet Holmgren,85,208.0
Jim Holstein,75,180.0
A.W. Holt,79,210.0
Michael Holton,76,185.0
Dick Holub,78,205.0
Joe Holup,78,215.0
Red Holzman,70,175.0
Jerald Honeycutt,81,245.0
Tyler Honeycutt,80,188.0
Derek Hood,80,222.0
Rodney Hood,80,208.0
Jalen Hood-Schifino,77,210.0
Bobby Hooper,72,180.0
Carroll Hooser,79,230.0
Tom Hoover,81,230.0
Bob Hopkins,80,205.0
Dave Hoppen,83,235.0
Dennis Hopson,77,200.0
Scotty Hopson,79,215.0
Johnny Horan,80,190.0
Cedrick Hordges,80,220.0
Al Horford,80,240.0
Tito Horford,85,245.0
Ron Horn,79,220.0
Jeff Hornacek,76,190.0
Dennis Horner,81,230.0
Robert Horry,82,240.0
Ed Horton,80,230.0
Talen Horton-Tucker,76,234.0
Bill Hosket,80,225.0
Bob Houbregs,80,225.0
Danuel House Jr.,78,220.0
Eddie House,73,180.0
Caleb Houstan,80,205.0
Allan Houston,78,200.0
Byron Houston,77,250.0
Tom Hovasse,80,205.0
Brian Howard,78,204.0
Dwight Howard,82,265.0
Greg Howard,81,215.0
Jett Howard,80,215.0
Josh Howard,79,210.0
Juwan Howard,81,240.0
Markus Howard,70,175.0
Mo Howard,74,170.0
Otis Howard,79,220.0
Stephen Howard,81,225.0
William Howard,80,207.0
Bailey Howell,79,210.0
Bob Hubbard,78,215.0
Phil Hubbard,80,215.0
Trevor Hudgins,72,180.0
Lester Hudson,75,190.0
Lou Hudson,77,210.0
Troy Hudson,73,170.0
Marcelo Huertas,75,200.0
Kevin Huerter,78,198.0
Josh Huestis,79,230.0
Jay Huff,85,240.0
Nate Huffman,85,245.0
Alfredrick Hughes,77,215.0
Eddie Hughes,70,165.0
Elijah Hughes,77,215.0
Kim Hughes,83,220.0
Larry Hughes,77,184.0
Rick Hughes,81,235.0
Ariel Hukporti,84,246.0
Robbie Hummel,80,215.0
John Hummer,81,230.0
Ryan Humphrey,80,235.0
Isaac Humphries,84,255.0
Jay Humphries,75,185.0
Kris Humphries,81,235.0
Hot Rod Hundley,76,185.0
Feron Hunt,80,195.0
Brandon Hunter,79,260.0
Cedric Hunter,72,180.0
Chris Hunter,83,240.0
De'Andre Hunter,79,221.0
Les Hunter,79,210.0
Lindsey Hunter,74,170.0
Othello Hunter,80,225.0
R.J. Hunter,77,185.0
Steven Hunter,84,220.0
Vince Hunter,80,216.0
CJ Huntley,81,190.0
Bobby Hurley,72,165.0
Roy Hurley,74,170.0
Matthew Hurt,81,233.0
Geoff Huston,74,175.0
Paul Huston,75,175.0
Mel Hutchins,78,200.0
Chandler Hutchison,78,210.0
Joe Hutton,73,170.0
Greg Hyder,78,215.0
Bones Hyland,74,169.0
Marc Iavaroni,82,225.0
Serge Ibaka,83,235.0
Oso Ighodaro,83,235.0
Andre Iguodala,78,215.0
Zydrunas Ilgauskas,87,238.0
Mile Ilić,85,230.0
D.J. Mbenga,84,245.0
Ersan İlyasova,81,235.0
Darrall Imhoff,82,220.0
Tom Ingelsby,75,180.0
Joe Ingles,80,220.0
Damien Inglis,80,246.0
Andre Ingram,75,184.0
Brandon Ingram,80,190.0
Harrison Ingram,77,230.0
McCoy Ingram,80,210.0
Ervin Inniger,76,190.0
Byron Irvin,77,190.0
George Irvine,78,200.0
Kyrie Irving,74,195.0
Jonathan Isaac,82,230.0
Dan Issel,81,235.0
Mike Iuzzolino,70,175.0
Allen Iverson,72,165.0
Willie Iverson,72,180.0
Jaden Ivey,75,195.0
Royal Ivey,75,200.0
Elvin Ivory,80,210.0
Wes Iwundu,78,195.0
Warren Jabali,74,200.0
Jarrett Jack,75,200.0
Aaron Jackson,75,183.0
Al Jackson,73,185.0
Andre Jackson Jr.,78,209.0
Bobby Jackson,73,185.0
Cedric Jackson,75,191.0
Darnell Jackson,81,253.0
Demetrius Jackson,73,201.0
Frank Jackson,75,205.0
Greg Jackson,72,180.0
GG Jackson II,81,210.0
Isaiah Jackson,80,205.0
Jaren Jackson,76,190.0
Jaren Jackson Jr.,82,242.0
Jermaine Jackson,76,204.0
Jim Jackson,78,220.0
Josh Jackson,80,207.0
Justin Jackson,80,220.0
Luke Jackson,81,240.0
Marc Jackson,82,270.0
Mark Jackson,75,192.0
Merv Jackson,75,175.0
Michael Jackson,74,183.0
Mike Jackson,79,215.0
Myron Jackson,75,185.0
Phil Jackson,80,220.0
Pierre Jackson,70,180.0
Quenton Jackson,76,173.0
Ralph Jackson,74,190.0
Randell Jackson,83,215.0
Reggie Jackson,74,208.0
Stanley Jackson,75,185.0
Stephen Jackson,80,218.0
Tony Jackson,76,200.0
Tracy Jackson,78,205.0
Wardell Jackson,79,200.0
Trayce Jackson-Davis,81,245.0
Fred Jacobs,75,175.0
Casey Jacobsen,78,215.0
Sam Jacobson,76,215.0
Kasparas Jakučionis,77,200.0
Dave Jamerson,77,190.0
Aaron James,80,210.0
Bernard James,82,240.0
Billy James,75,185.0
Bronny James,74,210.0
Damion James,79,225.0
Gene James,76,180.0
Henry James,80,220.0
Jerome James,85,300.0
Justin James,78,190.0
LeBron James,81,250.0
Mike James,74,188.0
Sion James,77,220.0
Tim James,79,212.0
Antawn Jamison,81,223.0
Harold Jamison,80,260.0
John Janisch,75,200.0
Howie Janotta,75,185.0
Jaime Jaquez Jr.,78,225.0
Marko Jarić,79,198.0
Tony Jaros,75,185.0
DeJon Jarreau,77,185.0
Jim Jarvis,73,175.0
Šarūnas Jasikevičius,76,195.0
Nathan Jawai,82,280.0
Buddy Jeannette,71,175.0
Abdul Jeelani,80,210.0
Chris Jefferies,80,225.0
Othyus Jeffers,77,200.0
Al Jefferson,82,289.0
Amile Jefferson,81,222.0
Cory Jefferson,81,218.0
Dontell Jefferson,77,195.0
Richard Jefferson,79,233.0
DaQuan Jeffries,77,222.0
Jared Jeffries,83,230.0
Trey Jemison,82,270.0
Charles Jenkins,75,220.0
Daniss Jenkins,76,165.0
Horace Jenkins,73,180.0
John Jenkins,76,215.0
Brandon Jennings,73,170.0
Keith Jennings,67,160.0
Chris Jent,79,220.0
Les Jepsen,84,237.0
Jonas Jerebko,82,231.0
Ty Jerome,77,195.0
Grant Jerrett,82,235.0
Eugene Jeter,71,175.0
Hal Jeter,75,190.0
Yi Jianlian,84,240.0
Isaiah Joe,76,165.0
Britton Johnsen,82,210.0
AJ Johnson,77,160.0
Alexander Johnson,81,240.0
Alize Johnson,81,212.0
Amir Johnson,81,240.0
Andy Johnson,77,215.0
Anthony Johnson,75,190.0
Armon Johnson,75,195.0
Arnie Johnson,77,236.0
Avery Johnson,70,175.0
B.J. Johnson,79,200.0
Brice Johnson,82,230.0
Buck Johnson,79,190.0
Cameron Johnson,80,210.0
Carldell Johnson,70,180.0
Chaney Johnson,79,220.0
Charles Johnson,72,170.0
Cheese Johnson,78,195.0
Chris Johnson,83,210.0
Clay Johnson,76,175.0
Clemon Johnson,82,240.0
Dakari Johnson,84,255.0
Darryl Johnson,73,170.0
Dave Johnson,79,210.0
David Johnson,76,203.0
DeMarco Johnson,81,245.0
Dennis Johnson,76,185.0
DerMarr Johnson,81,201.0
Ed Johnson,80,205.0
Eddie Johnson,74,180.0
Eric Johnson,74,205.0
Ervin Johnson,83,245.0
Frank Johnson,73,185.0
George Johnson,83,245.0
Gus Johnson,78,230.0
Harold Johnson,78,240.0
Ivan Johnson,80,230.0
JaJuan Johnson,82,221.0
Jalen Johnson,80,219.0
James Johnson,79,240.0
Joe Johnson,79,240.0
John Johnson,79,200.0
Kannard Johnson,81,220.0
Keldon Johnson,78,220.0
Ken Johnson,80,240.0
Keon Johnson,77,185.0
Keshad Johnson,78,225.0
Kevin Johnson,73,180.0
Keyontae Johnson,76,230.0
Larry Johnson,75,205.0
Lee Johnson,83,205.0
Linton Johnson,80,205.0
Magic Johnson,81,215.0
Marques Johnson,79,218.0
Mickey Johnson,82,190.0
Neil Johnson,79,220.0
Nick Johnson,75,200.0
Ollie Johnson,78,200.0
Omari Johnson,81,220.0
Orlando Johnson,77,220.0
Ralph Johnson,71,170.0
Reggie Johnson,81,205.0
Rich Johnson,79,210.0
Ron Johnson,80,215.0
Stanley Johnson,78,242.0
Steffond Johnson,80,240.0
Steve Johnson,82,235.0
Stew Johnson,80,220.0
Tre Johnson,77,190.0
Trey Johnson,77,218.0
Tyler Johnson,75,186.0
Vinnie Johnson,74,200.0
Wesley Johnson,79,215.0
Darius Johnson-Odom,74,204.0
Nate Johnston,80,210.0
Neil Johnston,80,210.0
Jim Johnstone,83,245.0
Nikola Jokić,83,284.0
Howie Jolliff,79,218.0
Alvin Jones,83,265.0
Anthony Jones,78,195.0
Askia Jones,77,200.0
Bill Jones,79,175.0
Bobby Jones,81,210.0
Caldwell Jones,83,217.0
Carlik Jones,72,174.0
Charles Jones,81,215.0
Colby Jones,78,207.0
Collis Jones,79,203.0
Curtis Jones,75,195.0
Dahntay Jones,78,225.0
Damian Jones,82,245.0
Damon Jones,75,185.0
DeQuan Jones,80,221.0
Derrick Jones Jr.,78,210.0
Dillon Jones,77,235.0
Dominique Jones,76,215.0
Dontae' Jones,80,220.0
Dwayne Jones,83,250.0
Dwight Jones,82,210.0
Earl Jones,84,210.0
Eddie Jones,78,190.0
Edgar Jones,82,225.0
Fred Jones,76,210.0
Herbert Jones,79,206.0
Hutch Jones,80,190.0
Isaac Jones,80,245.0
Jake Jones,75,180.0
Jalen Jones,79,220.0
James Jones,80,218.0
Jemerrio Jones,77,174.0
Jimmy Jones,76,188.0
Johnny Jones,79,205.0
Jumaine Jones,80,218.0
K.C. Jones,73,200.0
Kai Jones,83,221.0
Kam Jones,76,200.0
Kevin Jones,80,251.0
Larry Jones,74,180.0
Major Jones,81,225.0
Mark Jones,73,175.0
Mason Jones,76,200.0
Nick Jones,74,190.0
Ozell Jones,83,235.0
Perry Jones,83,235.0
Popeye Jones,80,250.0
Rich Jones,78,220.0
Robin Jones,81,225.0
Sam Jones,76,198.0
Shelton Jones,81,210.0
Solomon Jones,82,230.0
Spencer Jones,79,225.0
Steve Jones,77,205.0
Terrence Jones,81,252.0
Tre Jones,73,185.0
Tyus Jones,72,196.0
Wah Wah Jones,76,225.0
Wali Jones,74,180.0
Wil Jones,80,205.0
Willie Jones,75,185.0
David Jones García,76,210.0
Adonis Jordan,71,170.0
Charles Jordan,80,220.0
DeAndre Jordan,83,265.0
Eddie Jordan,73,170.0
Jerome Jordan,84,253.0
Michael Jordan,78,198.0
Reggie Jordan,76,195.0
Thomas Jordan,82,220.0
Walter Jordan,79,198.0
Phil Jordon,82,205.0
Johnny Jorgensen,74,185.0
Noble Jorgensen,81,228.0
Roger Jorgensen,77,200.0
Cory Joseph,74,200.0
Garth Joseph,86,315.0
Kris Joseph,79,210.0
Yvon Joseph,83,245.0
Nikola Jović,82,205.0
Kevin Joyce,75,190.0
Butch Joyner,77,200.0
Jeff Judkins,78,185.0
Johnny Juzang,79,226.0
Mfiondu Kabengele,82,250.0
Whitey Kachan,74,175.0
George Kaftan,75,190.0
Ed Kalafat,78,245.0
Georgios Kalaitzakis,80,192.0
Ryan Kalkbrenner,85,256.0
Chris Kaman,84,265.0
Frank Kaminsky,84,240.0
Ralph Kaplowitz,74,170.0
Jason Kapono,80,213.0
Tony Kappen,70,165.0
Sergey Karasev,79,208.0
Coby Karl,77,215.0
George Karl,74,190.0
Ed Kasid,71,185.0
Mario Kasun,85,260.0
Leo Katkaveck,72,185.0
Bob Kauffman,80,240.0
Sasha Kaun,83,260.0
Wilbert Kautz,72,180.0
Yuki Kawamura,67,159.0
Clarence Kea,78,218.0
Mike Kearns,74,178.0
Tommy Kearns,71,185.0
Adam Keefe,81,230.0
Harold Keeling,76,185.0
Trevor Keels,75,215.0
Bill Keller,70,177.0
Gary Keller,81,220.0
Ken Keller,73,180.0
Kylor Kelley,84,215.0
Rich Kelley,84,235.0
Clark Kellogg,79,225.0
Arvesta Kelly,74,175.0
Jerry Kelly,74,172.0
Miles Kelly,76,190.0
Ryan Kelly,83,230.0
Tom Kelly,72,170.0
Greg Kelser,79,190.0
Ben Kelso,75,195.0
Shawn Kemp,82,230.0
Tim Kempton,82,245.0
Frank Kendrick,78,198.0
Luke Kennard,77,206.0
D.J. Kennedy,78,215.0
Goo Kennedy,77,205.0
Joe Kennedy,78,210.0
Pickles Kennedy,71,180.0
Larry Kenon,81,205.0
Jayson Kent,80,215.0
Billy Kenville,74,187.0
Jonathan Kerner,83,245.0
Red Kerr,81,230.0
Steve Kerr,75,175.0
Jack Kerris,78,215.0
Jerome Kersey,79,215.0
Tom Kerwin,79,210.0
Alec Kessler,83,230.0
Walker Kessler,86,245.0
Lari Ketner,81,277.0
Braxton Key,79,225.0
Julius Keye,82,200.0
Randolph Keys,79,195.0
Viktor Khryapa,81,210.0
Jason Kidd,76,205.0
Stanton Kidd,78,216.0
Warren Kidd,81,235.0
Michael Kidd-Gilchrist,78,230.0
Irv Kiffin,81,225.0
Jack Kiley,73,170.0
Earnie Killum,75,180.0
Carl Kilpatrick,82,230.0
Sean Kilpatrick,76,210.0
Toby Kimball,78,220.0
Bo Kimble,76,190.0
Stan Kimbrough,71,153.0
Chad Kinch,76,190.0
Albert King,78,190.0
Bernard King,79,205.0
Chris King,80,215.0
Dan King,78,220.0
Frankie King,73,185.0
George King,72,175.0
Gerard King,81,230.0
Jim King,74,175.0
Jimmy King,77,210.0
Louis King,79,205.0
Loyd King,74,180.0
Maurice King,74,195.0
Reggie King,78,225.0
Rich King,86,260.0
Ron King,76,185.0
Stacey King,83,230.0
Tom King,72,165.0
Bob Kinney,78,215.0
Tarence Kinsey,78,185.0
Andrei Kirilenko,81,220.0
Alex Kirk,84,245.0
Walt Kirk,75,173.0
Wilbur Kirkland,79,190.0
Corey Kispert,78,224.0
Jim Kissane,79,210.0
Doug Kistler,81,210.0
Curtis Kitchen,81,235.0
Greg Kite,83,250.0
Kerry Kittles,77,179.0
Maxi Kleber,82,240.0
Joe Kleine,83,255.0
Linas Kleiza,80,245.0
Leo Klier,74,170.0
Bobi Klintman,81,225.0
Red Klotz,67,150.0
Duane Klueh,75,175.0
Lonnie Kluttz,79,220.0
Dalton Knecht,78,215.0
Billy Knight,78,195.0
Bob Knight,74,185.0
Brandin Knight,72,180.0
Brandon Knight,74,182.0
Brevin Knight,70,173.0
Nathan Knight,80,253.0
Negele Knight,73,175.0
Ron Knight,79,215.0
Toby Knight,81,210.0
Travis Knight,84,235.0
Lee Knorek,79,215.0
Dick Knostman,78,215.0
Rod Knowles,81,215.0
Kevin Knox,80,215.0
Kon Knueppel,78,215.0
Bart Kofoed,76,210.0
Don Kojis,77,215.0
Tyler Kolek,74,195.0
Christian Koloko,83,225.0
Milo Komenich,79,212.0
Howard Komives,73,185.0
Yanic Konan Niederhäuser,83,242.0
Jon Koncak,84,250.0
John Konchar,77,210.0
Tom Kondla,80,225.0
Bud Koper,78,210.0
Joe Kopicki,81,240.0
Furkan Korkmaz,79,202.0
Frank Kornet,81,225.0
Luke Kornet,85,250.0
Yaroslav Korolev,81,203.0
Kyle Korver,79,212.0
Tony Koski,80,215.0
Len Kosmalski,84,245.0
Andy Kostecka,75,203.0
Harold Kottman,80,220.0
Kosta Koufos,84,245.0
Tom Kozelko,80,220.0
Ron Kozlicki,79,215.0
Arvid Kramer,81,220.0
Barry Kramer,76,200.0
Joel Kramer,79,203.0
Steve Kramer,77,200.0
Dan Kraus,72,195.0
Herb Krautblatt,73,190.0
Viacheslav Kravtsov,84,260.0
Jim Krebs,80,230.0
Vít Krejčí,80,195.0
Wayne Kreklow,76,175.0
Tommy Kron,77,200.0
Tom Kropp,75,205.0
Nenad Krstić,84,240.0
Larry Krystkowiak,81,220.0
Steve Kuberski,80,215.0
Leo Kubiak,71,160.0
Bruce Kuczenski,82,230.0
Frank Kudelka,74,193.0
John Kuester,74,180.0
Ray Kuka,75,200.0
Toni Kukoč,82,192.0
Arnoldas Kulboka,82,220.0
Jonathan Kuminga,79,225.0
Kevin Kunnert,84,230.0
Terry Kunze,76,210.0
Mitch Kupchak,81,230.0
C.J. Kupec,78,220.0
Rodions Kurucs,81,228.0
Rob Kurz,81,232.0
Ibo Kutluay,78,200.0
Kyle Kuzma,80,221.0
Ognjen Kuzmić,85,251.0
Mindaugas Kuzminskas,81,215.0
Fred LaCour,77,210.0
Raef LaFrentz,83,240.0
Tom LaGarde,82,220.0
Jake LaRavia,79,235.0
Rusty LaRue,74,210.0
Rudy LaRusso,79,220.0
Zach LaVine,77,200.0
Skal Labissière,82,235.0
Reggie Lacefield,77,230.0
Edgar Lacey,78,190.0
Sam Lacey,82,235.0
Bob Lackey,77,200.0
Wendell Ladner,77,220.0
Christian Laettner,83,235.0
Oliver Lafayette,74,190.0
Bill Laimbeer,83,245.0
Pete Lalich,74,190.0
Bo Lamar,73,180.0
Anthony Lamb,78,227.0
Doron Lamb,76,210.0
Jeremy Lamb,77,180.0
John Lambert,82,225.0
Jeff Lamp,78,195.0
Maciej Lampe,83,275.0
Jim Lampley,82,230.0
Sean Lampley,79,227.0
Jock Landale,83,255.0
Carl Landry,81,248.0
Marcus Landry,79,230.0
Mark Landsberger,80,215.0
Jerome Lane,78,230.0
Andrew Lang,83,245.0
Antonio Lang,80,205.0
James Lang,82,285.0
Trajan Langdon,75,197.0
Keith Langford,76,215.0
Romeo Langford,77,216.0
Dan Langhi,83,220.0
Bob Lanier,83,250.0
Chaz Lanier,75,206.0
Stu Lantz,75,175.0
Nicolás Laprovíttola,76,180.0
York Larese,76,183.0
Shane Larkin,71,175.0
Pelle Larsson,77,215.0
John Laskowski,78,185.0
Stéphane Lasme,80,215.0
Dave Lattin,78,225.0
Priest Lauderdale,88,325.0
Rich Laurel,78,190.0
Harry Laurie,73,178.0
Walt Lautenbach,74,185.0
Joffrey Lauvergne,83,260.0
Tony Lavelli,75,185.0
Bob Lavoy,79,185.0
Acie Law,75,195.0
Vic Law,79,200.0
Gani Lawal,81,234.0
Edmund Lawrence,84,228.0
A.J. Lawson,78,179.0
Jason Lawson,83,240.0
Ty Lawson,71,195.0
Jake Layman,80,209.0
Mo Layton,73,180.0
Caris LeVert,79,205.0
T.J. Leaf,82,222.0
Manny Leaks,80,225.0
Hal Lear,72,163.0
Allen Leavell,73,170.0
Jeff Lebo,74,180.0
Eric Leckner,83,265.0
Jalen Lecque,76,185.0
Ricky Ledo,79,195.0
Butch Lee,72,185.0
Clyde Lee,82,205.0
Courtney Lee,77,215.0
Damion Lee,78,210.0
Dave Lee,79,225.0
David Lee,81,245.0
Dick Lee,78,
Doug Lee,77,200.0
George Lee,76,200.0
Greg Lee,75,190.0
Keith Lee,82,215.0
Kurk Lee,75,190.0
Malcolm Lee,77,200.0
Rock Lee,82,220.0
Ron Lee,76,193.0
Russ Lee,77,185.0
Saben Lee,74,183.0
Ed Leede,75,185.0
Hank Lefkowitz,74,190.0
Tim Legler,76,200.0
George Lehmann,72,180.0
Barry Leibowitz,74,180.0
Walt Lemon Jr.,75,180.0
Alex Len,84,250.0
Voshon Lenard,76,205.0
Leary Lentz,78,200.0
Gary Leonard,85,250.0
Kawhi Leonard,78,225.0
Meyers Leonard,84,260.0
Slick Leonard,75,185.0
Malevy Leons,81,210.0
Jim Les,71,165.0
Travis Leslie,76,205.0
Ronnie Lester,74,175.0
Clifford Lett,75,170.0
Jon Leuer,82,228.0
Andrew Levane,74,190.0
Fat Lever,75,170.0
Cliff Levingston,80,210.0
Bobby Lewis,75,175.0
Cedric Lewis,82,235.0
Freddie Lewis,74,195.0
Grady Lewis,79,215.0
Kira Lewis Jr.,73,170.0
Martin Lewis,77,210.0
Maxwell Lewis,79,215.0
Mike Lewis,80,225.0
Quincy Lewis,79,215.0
Ralph Lewis,78,200.0
Rashard Lewis,82,215.0
Reggie Lewis,79,195.0
Scottie Lewis,76,188.0
Marcus Liberty,80,205.0
Todd Lichti,76,205.0
E.J. Liddell,78,240.0
DeAndre Liggins,78,209.0
Bill Ligon,76,180.0
Goose Ligon,79,210.0
Damian Lillard,74,200.0
Jeremy Lin,75,200.0
Steve Lingenfelter,81,225.0
Alton Lister,84,240.0
Nassir Little,78,220.0
Sammy Little,72,180.0
Gene Littles,72,160.0
Dereck Lively II,85,230.0
Isaiah Livers,78,232.0
Chris Livingston,78,220.0
Randy Livingston,76,209.0
Shaun Livingston,79,192.0
Ron Livingstone,82,220.0
Horacio Llamas,83,285.0
Bobby Lloyd,74,184.0
Chuck Lloyd,80,220.0
Earl Lloyd,77,200.0
Lewis Lloyd,78,205.0
Scott Lloyd,82,230.0
Riney Lochmann,78,215.0
Bob Lochmueller,77,185.0
Rob Lock,81,225.0
Darrell Lockhart,81,245.0
Ian Lockhart,80,240.0
Kevin Loder,78,205.0
Don Lofgran,77,200.0
Kenneth Lofton Jr.,78,275.0
Zach Lofton,76,180.0
Henry Logan,72,180.0
John Logan,74,175.0
Brad Lohaus,83,230.0
Art Long,81,250.0
Grant Long,80,225.0
John Long,77,195.0
Paul Long,74,180.0
Shawn Long,81,255.0
Willie Long,80,225.0
Luc Longley,86,265.0
Kevon Looney,81,222.0
Brook Lopez,85,282.0
Felipe López,77,199.0
Raül López,73,170.0
Robin Lopez,85,281.0
Ryan Lorthridge,76,190.0
Jim Loscutoff,77,220.0
Plummer Lott,77,210.0
Kevin Loughery,75,190.0
Didi Louzada,77,188.0
Bob Love,80,215.0
Caleb Love,75,212.0
Kevin Love,82,251.0
Stan Love,81,215.0
Clyde Lovellette,81,234.0
Lawson Lovering,84,245.0
Sidney Lowe,72,195.0
Charlie Lowery,75,185.0
Kyle Lowry,72,196.0
Jordan Loyd,76,210.0
Al Lucas,75,195.0
Jerry Lucas,80,230.0
John Lucas,75,175.0
Kalin Lucas,73,195.0
Maurice Lucas,81,215.0
John Lucas III,71,166.0
Ted Luckenbill,78,205.0
Tyronn Lue,72,175.0
Jim Luisi,74,180.0
Al Lujack,75,220.0
Phil Lumpkin,72,165.0
Ray Lumpp,73,178.0
Gabriel Lundberg,76,203.0
Seth Lundy,76,220.0
Timothé Luwawu-Cabarrot,79,210.0
Tyler Lydon,82,225.0
Trey Lyles,81,234.0
R.B. Lynam,73,190.0
George Lynch,80,218.0
Kevin Lynch,77,195.0
Lonnie Lynn,79,215.0
Mike Lynn,79,215.0
Sheldon Mac,78,200.0
Todd MacCulloch,84,280.0
Ronnie MacGilvray,74,185.0
Don MacLean,82,235.0
Mike Macaluso,77,210.0
